points,passing_yds,passing_int,passing_times_sacked,rushing_yds,fmb,punts_yds,penalty_yds,def_passing_yds,def_passing_int,def_passing_times_sacked,def_rushing_yds,def_fmb,pass_play_percentage,def_pass_play_percentage,drives,def_drives,tds_per_yard,def_tds_per_yard,fg_percentage,home_game
0,187.515,0.813,2.976,103.001,0.75,292.043,55.986,232.557,1.172,2.461,86.043,0.866,58.144,59.569,9.721,8.837,43.01,47.693,72.457,1
12,187.518,1.305,2.633,101.16,0.745,248.156,52.468,165.664,1.087,2.822,119.325,0.776,54.249,47.76,9.17,8.596,62.343,55.363,65.29,0
26,187.566,1.031,3.764,88.579,0.442,272.743,49.989,253.67,0.66,1.954,134.401,0.417,59.967,53.209,9.121,9.162,55.499,72.901,59.952,1
17,187.569,1.197,2.696,105.196,0.712,251.175,47.559,206.078,1.497,1.858,118.259,0.345,56.511,52.875,8.362,8.895,38.582,74.137,66.91,0
19,187.569,0.474,2.681,134.458,0.627,233.714,56.592,185.421,1.303,2.461,112.286,0.808,45.5,56.375,9.537,7.87,70.666,46.173,74.709,0
12,187.579,0.793,1.204,140.379,0.714,211.049,56.077,222.749,0.832,1.803,122.312,0.724,46.535,53.509,9.442,8.34,66.506,73.941,79.78,1
6,187.597,0.902,1.299,135.069,0.892,205.779,62.171,245.565,0.882,1.429,115.951,0.383,49.942,51.778,8.817,8.211,64.351,73.483,83.465,0
13,187.636,1.207,3.009,91.551,0.27,225.795,62.396,223.445,1.085,1.919,122.924,0.4,57.338,52.527,8.261,7.707,53.257,60.33,52.853,1
9,187.644,1.093,3.223,97.947,1.054,243.266,47.063,204.007,0.889,2.368,117.888,0.694,55.462,51.33,8.713,8.19,64.672,55.541,68.074,1
28,187.667,0.956,1.603,137.803,0.525,224.386,43.154,208.983,1.043,2.796,96.713,0.449,48.49,56.936,9.297,8.789,71.41,63.344,83.516,1
23,187.669,0.628,3.112,126.816,0.682,262.883,57.066,219.211,0.819,2.337,87.037,0.453,53.321,57.207,9.45,8.454,59.125,52.103,64.159,0
38,187.669,0.752,2.636,153.519,0.659,181.54,46.893,234.62,0.788,2.321,115.914,0.514,47.892,57.524,8.381,8.092,57.065,64.268,80.922,0
13,187.717,1.186,2.522,150.248,0.893,243.378,48.335,181.921,1.048,1.682,103.011,0.8,48.163,52.273,9.413,8.62,63.781,59.698,65.54,1
16,187.725,0.814,2.495,135.736,0.655,204.354,54.726,192.42,1.109,2.066,114.622,0.751,44.003,50.442,9.085,9.384,67.532,64.121,68.079,0
3,187.734,0.981,3.092,120.794,0.55,236.252,57.626,197.721,0.914,2.081,102.265,0.989,53.92,53.103,8.951,8.246,46.837,61.855,66.705,1
14,187.749,1.511,1.265,87.965,0.388,235.819,56.714,211.107,1.124,1.874,128.986,0.674,60.458,53.611,8.975,8.337,53.811,60.554,64.11,1
13,187.753,1.228,3.701,92.786,0.787,242.444,61.9,226.732,1.196,2.21,87.902,0.935,57.565,61.742,8.367,8.098,46.877,47.407,59.747,0
7,187.767,0.7,1.39,130.187,0.635,230.186,54.394,199.98,1.36,2.562,96.385,0.701,47.278,58.166,9.291,7.999,67.741,52.314,55.717,1
51,187.775,1.181,3.219,123.801,0.542,218.841,49.116,254.262,0.707,1.511,133.718,0.482,50.801,54.483,9.033,9.039,58.767,62.274,79.874,1
23,187.786,0.865,1.866,142.068,0.729,196.278,34.794,241.032,0.862,1.782,122.97,0.644,46.956,52.012,8.893,9.112,69.496,72.544,83.962,0
37,187.788,0.942,1.779,143.77,0.662,203.398,38.41,219.025,0.981,2.356,112.506,0.897,47.498,54.426,8.884,8.638,63.675,67.954,82.995,1
27,187.804,0.973,2.858,119.604,0.407,179.425,48.063,203.963,0.814,3.108,110.508,0.654,53.489,54.992,7.668,8.729,59.8,66.286,83.659,1
33,187.809,1.113,2.844,139.884,0.522,217.389,53.318,205.695,0.794,3.211,90.24,0.562,50.282,59.333,8.702,8.224,60.061,45.72,72.546,1
10,187.841,1.083,2.425,119.502,1.13,242.128,45.056,236.715,0.811,2.072,124.783,0.531,50.235,53.913,9.118,9.207,61.336,65.262,59.796,1
10,187.844,1.1,2.4,137.846,0.605,244.303,47.426,248.364,1.429,2.09,96.313,0.831,49.98,61.967,8.767,9.01,46.252,53.414,71.112,1
37,187.848,1.149,1.81,115.621,1.091,237.183,53.955,213.977,0.596,2.532,118.121,0.79,49.595,51.636,9.083,9.528,55.777,66.609,66.398,1
17,187.85,0.796,3.114,99.278,0.606,266.69,53.505,233.148,0.789,2.885,124.285,0.819,56.609,54.026,9.435,10.344,40.263,50.372,76.458,0
16,187.857,1.028,2.591,103.939,0.508,268.298,52.078,223.507,0.862,2.609,104.854,1.157,57.415,56.919,9.441,9.284,44.071,73.942,79.52,1
9,187.863,0.922,2.764,130.603,0.49,217.763,55.607,186.766,0.943,1.915,110.54,0.979,51.766,50.312,8.893,8.658,53.105,66.411,72.276,1
14,187.87,0.749,2.525,121.913,0.419,211.305,44.768,163.258,1.174,2.512,104.369,0.77,48.973,50.485,8.842,8.684,52.002,47.726,76.896,0
23,187.876,0.695,2.542,132.881,0.843,184.168,42.267,254.826,0.697,2.337,82.325,0.403,47.974,59.955,7.624,8.472,52.268,53.601,79.917,1
21,187.881,0.97,2.205,92.08,0.7,288.344,68.126,251.27,0.557,1.941,157.02,0.453,57.567,48.509,9.011,9.873,52.224,76.919,62.521,0
39,187.901,1.103,2.813,130.457,0.778,259.978,67.827,216.884,0.655,1.707,145.22,0.613,52.04,50.103,9.231,9.492,50.227,74.191,75.953,0
21,187.943,1.311,2.643,100.442,0.814,244.825,56.139,231.248,1.301,2.219,120.389,0.77,54.916,56.027,8.998,9.132,58.279,67.735,70.076,1
6,187.994,1.108,3.166,129.062,0.602,210.935,48.821,204.124,1.041,2.82,94.044,0.546,49.67,58.824,9.059,9.054,63.097,58.822,80.794,0
14,188.023,0.889,2.874,102.884,0.556,255.075,45.55,190.867,0.781,1.738,102.833,0.518,57.165,54.048,8.977,8.515,64.73,55.83,62.428,1
24,188.038,0.771,2.076,129.692,0.95,227.06,52.843,199.21,0.874,1.72,98.534,0.366,47.553,57.061,9.232,9.052,67.13,62.182,65.448,0
23,188.043,0.693,3.536,115.753,0.35,255.131,53.091,212.848,0.946,2.287,110.919,0.469,50.411,54.462,9.113,8.067,56.01,62.413,65.481,0
14,188.105,1.296,3.22,124.929,0.756,248.349,52.625,218.305,0.93,2.658,132.308,0.404,49.898,52.675,9.387,9.828,51.528,74.123,78.488,1
14,188.116,0.963,2.53,103.029,0.732,198.632,38.86,203.509,1.243,2.653,95.769,0.752,51.593,56.768,8.254,8.318,56.168,48.137,71.846,0
0,188.116,0.933,1.134,131.619,0.829,225.593,53.302,206.76,0.787,2.149,104.166,0.708,51.114,56.53,9.325,7.895,57.985,61.212,81.979,1
9,188.149,0.888,1.167,131.116,0.802,229.872,50.376,185.61,0.976,2.167,112.409,0.735,50.227,53.193,9.38,7.162,60.725,47.237,77.987,0
14,188.152,0.627,2.829,131.939,0.642,230.756,53.379,230.111,0.725,1.961,157.988,0.598,48.374,47.726,8.306,8.626,71.709,64.832,56.835,0
13,188.17,0.573,3.088,115.338,0.462,243.533,49.044,235.019,1.097,2.229,101.583,0.455,52.205,58.947,8.883,9.331,46.058,64.44,81.681,0
17,188.188,1.351,1.77,114.34,0.791,230.99,61.826,214.116,1.262,2.442,112.82,0.83,50.474,55.59,8.741,8.907,53.889,57.023,62.32,1
16,188.194,1.452,2.16,94.803,0.903,234.906,44.416,211.781,1.366,2.26,95.345,0.683,57.863,58.637,8.152,8.321,56.447,69.693,45.096,0
29,188.196,1.006,2.986,108.279,0.462,201.72,34.743,218.51,1.553,2.795,109.209,0.978,51.61,58.214,8.266,8.032,48.07,56.945,64.495,1
13,188.21,0.689,2.013,148.378,0.656,187.6,53.118,212.961,0.748,2.114,114.124,0.798,48.19,52.022,8.991,8.803,71.868,61.972,73.737,0
22,188.216,0.551,2.594,129.637,0.556,233.448,53.285,241.947,0.576,1.684,126.543,0.445,47.551,53.445,8.492,8.094,72.745,72.473,64.994,0
13,188.241,1.457,2.394,112.73,0.673,244.569,51.426,219.312,0.781,1.805,115.639,0.744,56.628,55.042,8.111,8.472,35.681,69.906,68.375,0
28,188.244,0.83,1.875,105.402,0.664,273.602,68,244.332,0.687,2.596,104.269,0.454,52.985,57.186,9.347,8.631,54.445,74.227,68.014,1
27,188.254,1.38,3.272,114.108,1.087,257.375,47.519,217.337,0.883,2.398,146.968,0.617,51.646,52.118,9.266,9.306,55.139,75.252,71.483,0
37,188.268,0.966,1.425,152.524,0.655,175.656,51.508,224.966,1.105,2.205,94.555,0.911,50.042,56.748,8.89,8.5,77.435,81.681,73.029,1
16,188.269,1.071,2.202,100.014,0.639,230.725,58.597,229.378,1.292,2.341,114.532,0.711,56.696,55.093,8.702,8.672,52.882,78.516,53.989,0
33,188.273,1.249,3.221,98.482,0.614,263.392,38.176,219.312,0.811,2.056,129.263,0.99,55.867,51.207,8.958,8.37,56.09,63.905,52.887,0
18,188.281,0.559,1.758,123.515,0.589,222.995,59.241,200.074,1.142,2.971,110.059,0.801,49.221,55.166,9.18,7.318,62.466,60.664,61.355,0
17,188.285,1.272,3.179,85.769,1.092,218.384,47.104,190.49,1.247,3.257,91.002,0.853,56.127,55.071,8.288,8.441,51.941,46.278,58.029,1
10,188.289,1.019,3.731,87.097,0.45,279.721,50.34,230.121,0.646,2.515,106.44,0.971,60.134,59.566,9.236,8.945,56.294,64.894,62.373,0
10,188.292,0.959,2.905,94.524,0.42,247.661,68.731,210.348,0.763,2.279,118.062,0.645,57.214,55.254,8.732,8.354,45.503,69.662,62.547,0
14,188.318,0.949,1.311,130.159,0.861,189.968,59.488,225.54,0.943,1.959,128.306,0.676,51.361,55.186,8.362,9.184,63.285,59.784,78.283,1
3,188.318,0.904,2.62,96.786,0.481,222.377,65.057,280.451,0.842,2.561,106.6,0.732,55.669,61.344,8.403,8.389,54.178,71.802,58.368,1
16,188.335,0.618,3.107,114.07,0.737,254.86,55.396,236.202,0.959,2.318,122.59,0.598,51.297,52.374,8.556,8.566,58.855,63.348,70.675,0
19,188.337,0.773,1.693,105.64,0.639,279.131,70.991,236.17,1.103,2.239,106.912,0.632,53.422,57.752,9.429,8.758,54.714,57.119,67.043,0
22,188.345,0.938,2.908,113.144,0.446,192.026,48.757,196.471,0.465,2.089,112.814,0.603,55.023,53.572,7.816,8.966,59.293,78.91,83.04,0
7,188.408,1.091,2.231,113.364,0.953,201.631,59.789,198.15,0.851,2.705,130.103,1.063,53.414,54.639,9.017,8.747,64.032,51.516,57.593,0
35,188.412,0.775,2.4,110.651,0.962,244.246,60.792,160.097,0.856,2.383,103.085,0.827,53.231,48.296,9.163,9.162,58.32,51.644,52.829,1
33,188.43,0.745,2.299,122.676,0.724,221.754,50.092,200.715,0.971,2.45,130.453,1.015,52.393,51.638,9.45,9.123,67.161,72.855,64.958,0
0,188.451,0.762,1.262,141.489,0.953,196.695,60.931,255.787,0.735,1.769,109.465,0.594,48.052,56.624,8.898,8.779,68.68,71.94,86.687,1
35,188.461,1.211,1.7,142.305,0.885,187.702,43.68,191.589,1.243,3.064,101.902,0.794,52.263,58.185,8.723,7.734,67.244,51.723,73.252,0
17,188.464,0.661,2.225,138.301,0.654,190.53,38.964,226.432,1.227,1.774,110.156,0.434,46.634,56.583,8.157,7.974,56.316,72.324,79.597,1
25,188.479,0.755,2.947,127.896,0.441,180.835,48.411,235.43,0.629,2.205,118.452,0.455,50.634,51.884,8.564,9.491,59.407,79.417,73.306,1
14,188.482,0.542,2.071,129.499,0.616,225.33,40.338,207.933,1.264,1.684,146.978,0.658,50.723,49.624,8.843,8.477,67.748,57.712,77.352,1
22,188.483,0.808,3.002,148.451,0.478,186.316,52.388,207.913,1.046,2.851,121.5,0.287,49.594,53.215,7.91,8.392,62.767,62.42,67.111,1
15,188.495,0.909,1.888,143.355,0.753,198.515,34.098,190.954,0.954,2.406,141.077,0.713,46.506,50.24,9.036,8.691,68.371,61.144,83.962,1
39,188.498,0.986,3.034,141.948,0.65,205.248,56.541,224.459,0.756,2.667,119.86,0.648,51.032,53.106,8.268,8.732,56.556,76.209,71.056,1
32,188.502,1.714,2.578,92.501,0.726,218.792,44.835,205.119,1.315,2.75,104.716,0.827,58.092,56.999,8.207,9.049,54.067,66.576,61.385,0
23,188.551,1.628,1.398,90.709,0.364,236.823,59.956,203.57,1.151,2.325,127.167,0.506,61.452,52.581,8.835,8.916,54.853,64.455,63.317,0
28,188.554,0.713,1.328,135.086,0.709,216.709,50.432,221.298,1.276,1.447,137,0.556,47.356,48.921,9.583,8.129,63.954,56.188,84.525,0
16,188.559,1.126,2.375,111.084,0.958,196.768,61.871,164.382,1.288,2.387,105.972,0.71,54.34,50.845,8.687,8.553,62.397,42.447,53.102,0
14,188.561,1.739,2.666,96.51,0.63,214.718,44.83,219.465,0.975,2.021,118.878,0.852,57.659,53.82,8.156,9.42,50.563,71.32,64.686,1
44,188.59,0.974,2.749,107.445,0.724,208.123,64.42,199.122,0.797,2.462,119.918,0.859,54.942,52.863,8.749,8.72,67.752,64.179,60.701,0
14,188.6,0.958,3.227,98.83,0.842,255.653,49.243,184.411,1.078,2.179,112.923,0.754,56.201,53.911,8.973,7.119,65.883,41.865,63.854,1
31,188.607,1.149,2.378,99.416,0.495,182.994,34.428,239.325,1.259,2.031,125.405,0.887,51.616,54.463,7.838,8.526,56.635,71.056,63.433,1
28,188.619,0.675,2.681,136.027,0.879,188.874,40.848,241.39,0.877,2.611,113.59,0.534,48.126,56.274,7.757,8.063,53.504,61.046,80.743,0
31,188.625,0.473,2.859,130.591,0.683,225.644,43.418,231.865,0.604,1.837,117.979,0.401,52.868,52.409,8.828,9.887,75.927,76.892,68.774,0
13,188.631,0.845,2.287,130.896,0.705,197.942,49.084,195.695,1.44,2.263,108.034,0.749,50.614,56.658,8.665,9.356,64.085,53.588,59.377,1
28,188.637,0.71,2.191,149.871,0.705,166.913,44.471,209.185,1.263,2.239,108.251,0.755,46.911,56.196,8.216,9.209,70.177,65.267,71.677,1
33,188.64,1.064,2.428,127.752,1.253,188.053,58.314,220.114,1.362,2.691,130.218,0.886,51.581,54.414,8.609,8.408,57.554,65.926,56.831,1
27,188.643,1.123,3.492,96.797,0.993,240.809,44.434,197.655,0.787,1.661,97.871,0.418,56.676,56.732,8.57,9.181,61.069,56.086,72.297,0
14,188.674,0.869,2.714,111.391,0.584,244.583,61.15,252.794,1.801,2.472,118.886,0.423,52.419,58.506,9.243,8.072,59.897,55.036,76.018,0
27,188.696,0.93,2.255,99.814,0.797,195.856,36.536,226.281,1.059,1.678,139.088,0.523,51.638,50.871,8.154,8.366,54.052,61.914,71.725,0
3,188.706,1.259,2.856,96.747,1.146,232.97,49.093,218.951,1.06,2.797,123.287,0.819,55.109,54.994,8.702,7.898,53.035,55.747,53.805,0
20,188.73,0.853,2.113,141.145,0.497,167.581,49.107,207.035,1.325,2.581,93.724,0.898,40.253,57.567,8.363,8.283,65.759,57.357,80.078,0
17,188.748,0.83,2.491,113.281,0.918,237.764,61.644,213.423,1.021,2.504,126.661,0.785,53.382,53.776,9.077,9.346,57.632,60.983,52.004,0
16,188.774,0.405,2.511,135.644,0.555,227.18,40.693,231.779,0.992,2.437,88.326,0.403,51.308,61.528,9.044,9.952,71.812,79.629,73.67,0
25,188.775,0.948,2.813,115.608,0.528,191.828,54.42,212.155,0.534,1.626,121.711,0.487,56.858,52.031,7.681,8.298,54.356,70.287,68.481,0
19,188.779,0.831,2.562,113.435,0.428,232.278,48.566,225.026,1.2,2.584,113.517,0.512,50.592,56.895,9.092,8.353,55.687,55.82,76.677,1
16,188.789,0.74,1.343,142.352,0.572,216.466,57.079,193.865,0.57,2.882,106.725,1.241,47.44,51.041,9.05,9.164,63.969,62.314,57.908,0
47,188.792,0.706,1.052,151.302,0.748,204.612,50.165,213.505,0.756,1.747,148.902,0.78,47.984,47.611,8.949,8.622,58.637,73.783,78.375,0
34,188.796,1.213,3.13,87.777,0.644,252.677,66.831,249.456,0.86,1.868,120.538,0.312,56.876,54.338,8.986,8.384,56.854,81.291,60.892,0
7,188.824,1.373,2.698,100.157,0.972,237.423,55.198,203.53,1.026,2.125,116.181,0.676,55.609,50.434,9.4,8.299,68.113,58.718,72.269,1
24,188.836,1.45,3.258,93.139,1.03,211.825,44.838,179.459,0.961,2.181,134.607,0.39,57.857,45.258,8.327,8.871,46.82,68.557,57.289,1
54,188.843,1.073,2.019,105.227,0.784,189.318,35.967,218.405,0.985,1.384,145.735,0.718,51.015,49.052,8.201,8.917,54.255,60.986,71.098,1
6,188.843,0.823,2.644,130.644,0.415,207.815,59.397,238.752,0.675,2.235,104.734,0.449,50.525,56.809,8.878,9.861,63.795,70.942,70.045,0
22,188.848,1.34,2.748,100.216,0.984,201.328,45.323,218.883,0.778,2.019,127.139,0.796,55.665,51.732,8.203,8.801,56.256,79.318,57.927,1
17,188.85,0.824,2.224,136.25,0.631,189.891,37.954,194.675,0.765,2.442,124.564,0.61,47.438,54.067,8.274,8.209,57.791,51.787,76.792,1
20,188.874,1.232,3.072,92.543,0.27,228.486,61.091,279.212,0.584,1.758,110.087,0.538,56.849,59.365,8.284,8.229,50.666,75.773,48.267,1
10,188.895,0.956,2.393,152.634,0.76,209.268,53.109,229.352,0.957,2.402,110.354,0.7,50.603,55.412,9.24,8.287,68.711,58.151,75.626,0
13,188.898,0.768,2.511,165,0.467,157.237,43.258,212.888,1.003,2.682,122.268,0.327,48.432,53.604,7.968,8.483,54.63,61.514,86.997,0
45,188.903,1.031,2.267,104.242,0.626,230.32,41.07,231.5,1.19,2.182,100.584,0.704,54.995,57.5,8.927,9.46,53.102,67.169,70.733,0
13,188.923,1.165,2.888,139.568,0.663,223.747,52.882,243.441,1.068,2.176,96.299,0.745,52.251,59.092,8.875,9.549,70.179,59.829,67.654,0
23,188.927,0.633,1.902,102.454,0.939,227.408,40.922,204.823,1.057,2.591,92.273,0.472,53.858,55.13,8.457,8.104,55.715,49.443,64.866,0
13,188.927,1.426,3.37,90.47,0.722,307.818,56.518,224.185,1.238,2.297,107.466,0.949,59.92,57.504,9.986,9.104,54.124,53.287,72.687,0
25,188.931,0.848,2.529,157.014,0.498,157.792,40.557,218.841,1.017,2.139,161.159,0.634,48.8,48.011,7.855,8.419,51.894,68.465,87.482,0
3,188.938,0.894,1.987,115.317,0.801,268.196,66.774,241.885,1.157,2.258,98.196,0.499,53.457,59.901,9.391,9.092,56.131,61.336,66.323,0
38,188.95,0.788,1.65,141.792,0.483,224.298,45.955,195.224,0.856,2.285,131.521,1.014,47.294,50.031,9.645,8.442,84.283,63.856,77.547,1
45,188.98,0.392,2.884,131.072,0.411,235.619,62.772,231.3,1.041,1.995,149.737,0.727,49.259,50.769,9.885,9.455,64.078,83.833,80.152,0
14,188.981,0.85,3.142,100.078,0.6,254.707,41.07,217.198,1.182,2.467,105.084,0.646,57.253,56.888,9.252,7.801,57.591,58.461,64.502,1
20,188.988,1.143,3.37,97.498,0.96,236.047,42.733,228.945,0.903,1.958,111.805,0.931,56.346,54.4,8.478,8.701,61.733,85.601,71.484,1
34,189.006,0.471,2.424,139.011,0.562,228.8,57.011,248.893,0.921,1.902,129.06,0.832,45.564,54.826,9.628,8.587,69.007,65.799,78.027,0
16,189.012,1.273,2.752,122.29,0.778,196.97,54.041,206.44,0.865,2.77,103.509,1.117,52.572,57.191,8.993,8.964,61.891,46.33,72.08,0
20,189.012,1.124,3.119,106.915,0.913,223.735,40.375,242.525,0.896,1.967,125.269,1.095,52.836,54.162,8.635,8.687,56.665,77.486,58.228,1
28,189.012,0.779,2.176,132.979,0.327,190.354,38.54,261.919,0.681,2.124,100.794,0.606,49.179,58.437,7.958,8.979,61.878,74.164,89.979,0
3,189.015,0.918,1.906,114.866,0.682,245.621,52.435,194.56,1.134,1.989,105.082,0.836,51.466,52.323,9.192,8.745,56.504,61.281,80.267,1
13,189.068,1.005,2.194,135.98,0.475,249.626,53.604,220.432,0.961,2.889,136.836,0.595,48.998,54.072,8.904,9.596,44.561,78.801,74.882,0
20,189.089,1.155,1.781,136.688,0.624,208.34,40.165,193.376,0.797,1.678,102.609,0.473,49.079,54.735,8.861,8.671,68.015,55.563,74.458,0
18,189.098,1.317,2.148,94.823,0.967,237.826,45.129,207.668,1.378,2.381,105.925,0.52,57.9,54.55,8.257,9.437,56.515,60.706,43.992,0
17,189.122,1.115,3.285,107.334,0.9,224.18,39.174,207.689,1.19,2.111,122.722,0.675,52.298,53.762,8.716,9.129,54.963,75.99,56.605,0
21,189.15,0.902,2.546,128.484,0.824,228.854,54.564,202.33,1.095,1.49,101.193,0.821,54.416,53.975,9.564,9.533,61.745,61.811,79.368,1
17,189.154,0.794,2.162,107.389,0.903,209.765,37.464,209.173,0.909,2.531,112.329,0.583,50.34,52.818,8.605,8.466,55.648,60.342,71.874,0
10,189.155,0.966,2.983,105.954,0.582,238.77,66.522,217.947,0.986,2.506,90.363,0.453,56.709,60.439,8.775,8.95,66.378,61.012,60.935,0
9,189.165,1.193,3.174,99.529,0.478,281.862,52.021,228.23,0.799,2.15,120.234,0.422,57.966,54.486,9.108,8.941,47.25,74.198,64.671,1
13,189.173,1.244,1.834,100.79,0.377,229.081,54.949,165.808,1.221,2.448,107.631,0.73,56.709,49.733,8.835,8.703,52.181,49.463,66.019,1
17,189.18,0.999,3.361,99.183,0.997,241.354,44.422,219.461,0.764,1.858,135.411,0.82,55.592,49.026,8.711,9.051,62.057,73.154,69.472,1
24,189.187,0.926,2.252,90.796,0.834,232.284,57.691,197.516,0.629,2.292,120.756,0.638,57.307,48.329,8.54,9.458,51.087,70.086,58.51,0
0,189.189,0.627,3.284,119.883,0.366,244.77,54.84,224.378,0.771,2.049,116.091,0.529,49.751,54.328,9.122,9.036,61.074,61.707,69.943,1
0,189.19,1.272,2.693,137.086,0.672,241.083,54.235,241.334,0.694,2.278,104.775,0.646,49.719,58.708,9.064,8.065,48.257,66.616,84.216,1
14,189.192,0.707,2.079,114.58,0.768,231.453,45.212,214.693,0.918,1.831,120.553,0.699,52.294,52.962,8.926,8.454,55.92,67.527,71.051,1
27,189.202,0.995,3.193,97.28,0.882,263.792,49.371,228.543,1.08,2.529,105.718,0.687,56.848,58.881,8.952,9.509,66.516,70.559,59.839,0
19,189.21,0.864,2.528,146.203,0.713,259.925,77.717,265.416,1.533,2.189,105.49,0.812,50.314,59.807,9.73,7.574,58.686,55.747,76.123,0
20,189.213,1.386,2.447,98.938,0.523,219.38,52.362,229.671,1.529,2.374,134.923,0.982,56.182,56.297,8.681,8.498,59.726,57.313,65.934,1
31,189.218,0.961,3.018,124.306,0.724,174.641,45.974,218.509,0.937,2.074,161.527,0.614,54.289,47.541,8.143,8.54,52.474,66.609,79.795,0
24,189.237,1.147,3.182,99.089,0.868,250.634,49.326,192.555,1.354,1.922,106.862,0.592,57.302,53.787,8.802,8.501,65.893,71.607,61.426,1
22,189.239,1.629,1.139,86.786,0.336,234.978,55.412,198.031,1.253,2.371,121.113,0.787,61.56,56.695,8.847,9.105,52.636,64.367,55.912,0
3,189.245,0.633,1.712,126.961,0.677,221.408,63.715,197.474,1.095,2.279,121.709,0.641,49.01,50.094,9.263,9.915,63.787,58.775,54.6,1
24,189.255,0.364,2.953,145.23,0.487,220.632,61.824,228.533,0.945,2.712,116.108,0.569,49.151,55.88,9.249,9.018,70.337,60.981,74.987,1
10,189.263,1.31,3.12,120.806,0.589,234.597,47.402,259.94,1.737,2.125,120.117,0.447,50.437,58.682,9.387,8.019,60.388,54.093,78.683,1
19,189.28,0.972,2.875,138.064,0.713,218.128,50.669,225.298,0.733,2.458,113.119,0.367,51.086,54.98,8.628,8.203,57.877,58.967,78.689,1
6,189.283,1.05,2.16,113.335,0.681,265.478,50.361,216.33,0.64,1.974,115.47,0.498,53.092,52.458,9.492,9.143,53.136,66.195,66.852,0
21,189.289,1.097,2.434,126.551,0.542,214.863,56.822,252.281,0.68,2.19,135.325,0.345,51.153,53.276,8.664,9.28,58.399,71.688,66.5,0
7,189.294,1.228,2.595,103.62,1.059,207.448,51.187,185.523,1.071,2.411,101.502,0.638,53.082,52.781,8.64,9.015,56.015,63.067,71.522,1
0,189.294,1.276,3.355,95.037,0.811,232.17,61.853,232.153,0.983,2.837,107.606,0.817,56.821,55.395,8.288,9.069,49.832,61.473,62.302,1
37,189.298,0.898,1.973,121.086,1.223,216.798,57.603,206.594,1.218,1.697,134.813,0.624,49.768,50.989,8.522,8.077,57.097,59.867,64.664,1
12,189.311,1.282,3.066,89.36,0.998,214.546,45.429,201.114,1.279,2.525,106.704,0.953,54.524,53.257,8.367,8.589,58.459,57.398,65.649,1
27,189.346,1.212,2.825,123.964,0.782,198.318,55.191,200.497,0.849,2.806,113.571,0.859,52.538,54.07,8.992,9.35,59.139,61.205,73.294,1
13,189.349,0.825,2.266,124.478,0.647,257.152,69.151,240.489,0.708,2.16,127.777,0.56,51.685,54.624,9.485,8.662,57.262,71.55,69.941,0
9,189.372,0.898,3.052,104.631,0.388,208.981,50.32,259.152,0.586,2.08,91.048,0.45,57.789,60.81,8.183,8.485,65.58,65.773,67.209,0
20,189.374,0.965,2.876,97.045,0.766,230.91,62.045,224.338,1.261,2.04,92.827,0.733,50.551,59.719,8.863,8.371,57.191,67.505,68.945,1
6,189.376,1.246,2.16,103.828,1.007,193.947,50.067,220.185,1.144,2.66,127.784,0.871,52.05,53.732,8.246,8.016,60.045,60.988,66.887,1
20,189.381,0.904,3.615,89.14,0.913,267.679,56.963,173.032,1.017,2.494,114.709,0.574,61.989,53.856,8.874,9.571,43.056,73.463,76.534,1
0,189.425,1.005,3.042,98.928,0.622,240.692,66.242,243.55,0.965,2.163,108.687,0.53,57.997,61.314,8.611,8.221,62.729,49.821,63.887,0
20,189.438,1.105,1.318,142.577,0.567,184.454,53.257,213.344,1.146,2.304,99.608,0.7,51.632,55.571,9.047,8.496,72.404,62.4,72.136,0
34,189.453,1.306,1.747,138.865,0.669,204.935,41.794,239.826,1.039,2.107,96.555,0.861,48.378,57.574,8.71,9.054,68.435,78.585,68.846,1
31,189.454,1.296,2.633,100.446,1.003,225.62,47.976,199.421,0.991,2.192,100.744,0.631,53.985,54.297,8.845,9.029,57.236,71.302,53.909,0
10,189.465,1.16,1.977,115.238,0.964,236.965,55.033,224.418,1.165,2.798,122.913,1.128,49.891,53.828,9.266,8.8,61.543,67.497,64.418,0
14,189.469,0.909,3.315,114.252,0.831,207.434,64.52,185.413,1.338,2.834,104.935,0.868,55.561,51.595,8.536,9.856,51.132,50.84,59.699,1
25,189.471,0.85,2.83,127.894,0.394,224.331,47.652,225.87,1.01,2.786,132.45,0.594,49.276,53.594,8.841,8.661,58.871,60.301,78.5,0
