,team,opponent,date
23860,TEN,LVR,1971-11-14
16003,MIN,GNB,1971-11-14
10036,IND,NYJ,1971-11-14
6783,DEN,CIN,1971-11-14
25063,WAS,CHI,1971-11-14
20304,PIT,MIA,1971-11-14
12012,LVR,TEN,1971-11-14
600,ARI,LAC,1971-11-15
12643,LAC,ARI,1971-11-15
601,ARI,PHI,1971-11-21
12644,LAC,LVR,1971-11-21
4316,CHI,DET,1971-11-21
20305,PIT,NYG,1971-11-21
6784,DEN,KAN,1971-11-21
19140,NYJ,BUF,1971-11-21
25064,WAS,DAL,1971-11-21
6121,DAL,WAS,1971-11-21
17869,NYG,PIT,1971-11-21
5139,CIN,TEN,1971-11-21
11139,KAN,DEN,1971-11-21
14130,LAR,SFO,1971-11-21
16004,MIN,NOR,1971-11-21
16026,NWE,BAL,1971-11-21
17202,NOR,MIN,1971-11-21
10037,IND,MIA,1971-11-21
21449,SFO,LAR,1971-11-21
12013,LVR,LAC,1971-11-21
3242,BUF,NYJ,1971-11-21
23861,TEN,CIN,1971-11-21
19737,PHI,ARI,1971-11-21
2215,BAL,NWE,1971-11-21
15045,MIA,IND,1971-11-21
7605,DET,CHI,1971-11-21
8809,GNB,ATL,1971-11-22
906,ATL,GNB,1971-11-22
7606,DET,KAN,1971-11-25
11140,KAN,DET,1971-11-25
14131,LAR,DAL,1971-11-25
6122,DAL,LAR,1971-11-25
602,ARI,NYG,1971-11-28
3243,BUF,NWE,1971-11-28
16027,NWE,BUF,1971-11-28
12014,LVR,IND,1971-11-28
20306,PIT,DEN,1971-11-28
10038,IND,LVR,1971-11-28
17203,NOR,GNB,1971-11-28
8810,GNB,NOR,1971-11-28
25065,WAS,PHI,1971-11-28
21450,SFO,NYJ,1971-11-28
5140,CIN,LAC,1971-11-28
19141,NYJ,SFO,1971-11-28
12645,LAC,CIN,1971-11-28
6785,DEN,PIT,1971-11-28
17870,NYG,ARI,1971-11-28
16005,MIN,ATL,1971-11-28
19738,PHI,WAS,1971-11-28
907,ATL,MIN,1971-11-28
2216,BAL,TEN,1971-11-28
23862,TEN,BAL,1971-11-28
15046,MIA,CHI,1971-11-29
4317,CHI,MIA,1971-11-29
19142,NYJ,DAL,1971-12-04
6123,DAL,NYJ,1971-12-04
7607,DET,PHI,1971-12-05
17871,NYG,WAS,1971-12-05
12015,LVR,ATL,1971-12-05
6786,DEN,CHI,1971-12-05
8811,GNB,ARI,1971-12-05
25066,WAS,NYG,1971-12-05
20307,PIT,TEN,1971-12-05
908,ATL,LVR,1971-12-05
15047,MIA,NWE,1971-12-05
19739,PHI,DET,1971-12-05
5141,CIN,BAL,1971-12-05
16006,MIN,LAC,1971-12-05
2217,BAL,CIN,1971-12-05
4318,CHI,DEN,1971-12-05
23863,TEN,PIT,1971-12-05
10039,IND,BUF,1971-12-05
3244,BUF,IND,1971-12-05
17204,NOR,LAR,1971-12-05
603,ARI,GNB,1971-12-05
12646,LAC,MIN,1971-12-05
14132,LAR,NOR,1971-12-05
16028,NWE,MIA,1971-12-05
11141,KAN,SFO,1971-12-06
21451,SFO,KAN,1971-12-06
15048,MIA,IND,1971-12-11
7608,DET,MIN,1971-12-11
10040,IND,MIA,1971-12-11
16007,MIN,DET,1971-12-11
23864,TEN,BUF,1971-12-12
909,ATL,SFO,1971-12-12
8812,GNB,CHI,1971-12-12
6787,DEN,LAC,1971-12-12
604,ARI,PHI,1971-12-12
5142,CIN,PIT,1971-12-12
19143,NYJ,NWE,1971-12-12
2218,BAL,NOR,1971-12-12
17872,NYG,DAL,1971-12-12
12647,LAC,DEN,1971-12-12
4319,CHI,GNB,1971-12-12
3245,BUF,TEN,1971-12-12
11142,KAN,LVR,1971-12-12
6124,DAL,NYG,1971-12-12
19740,PHI,ARI,1971-12-12
16029,NWE,NYJ,1971-12-12
20308,PIT,CIN,1971-12-12
21452,SFO,ATL,1971-12-12
12016,LVR,KAN,1971-12-12
17205,NOR,BAL,1971-12-12
14133,LAR,WAS,1971-12-13
25067,WAS,LAR,1971-12-13
605,ARI,DAL,1971-12-18
6125,DAL,ARI,1971-12-18
910,ATL,NOR,1971-12-19
19741,PHI,NYG,1971-12-19
16008,MIN,CHI,1971-12-19
23865,TEN,LAC,1971-12-19
16030,NWE,IND,1971-12-19
12648,LAC,TEN,1971-12-19
8813,GNB,MIA,1971-12-19
5143,CIN,NYJ,1971-12-19
10041,IND,NWE,1971-12-19
14134,LAR,PIT,1971-12-19
4320,CHI,MIN,1971-12-19
7609,DET,SFO,1971-12-19
11143,KAN,BUF,1971-12-19
12017,LVR,DEN,1971-12-19
17873,NYG,PHI,1971-12-19
21453,SFO,DET,1971-12-19
6788,DEN,LVR,1971-12-19
3246,BUF,KAN,1971-12-19
17206,NOR,ATL,1971-12-19
19144,NYJ,CIN,1971-12-19
25068,WAS,BAL,1971-12-19
15049,MIA,GNB,1971-12-19
20309,PIT,LAR,1971-12-19
2219,BAL,WAS,1971-12-19
2461,BAL,GNB,1972-09-17
19101,NYJ,BUF,1972-09-17
749,ARI,IND,1972-09-17
17587,NOR,LAR,1972-09-17
7642,DET,NYG,1972-09-17
20758,PIT,LVR,1972-09-17
8619,GNB,BAL,1972-09-17
5924,DAL,PHI,1972-09-17
7207,DEN,TEN,1972-09-17
2971,BUF,NYJ,1972-09-17
15050,MIA,KAN,1972-09-17
11763,LVR,PIT,1972-09-17
10424,IND,ARI,1972-09-17
24001,TEN,DEN,1972-09-17
5511,CIN,NWE,1972-09-17
4378,CHI,ATL,1972-09-17
16238,NWE,CIN,1972-09-17
21762,SFO,LAC,1972-09-17
11622,KAN,MIA,1972-09-17
18355,NYG,DET,1972-09-17
20123,PHI,DAL,1972-09-17
1575,ATL,CHI,1972-09-17
14075,LAR,NOR,1972-09-17
12951,LAC,SFO,1972-09-17
15762,MIN,WAS,1972-09-18
24985,WAS,MIN,1972-09-18
20759,PIT,CIN,1972-09-24
24002,TEN,MIA,1972-09-24
10425,IND,NYJ,1972-09-24
21763,SFO,BUF,1972-09-24
8620,GNB,LVR,1972-09-24
15763,MIN,DET,1972-09-24
20124,PHI,BAL,1972-09-24
7643,DET,MIN,1972-09-24
24986,WAS,ARI,1972-09-24
750,ARI,WAS,1972-09-24
7208,DEN,LAC,1972-09-24
1576,ATL,NWE,1972-09-24
19102,NYJ,IND,1972-09-24
15051,MIA,TEN,1972-09-24
5512,CIN,PIT,1972-09-24
2462,BAL,PHI,1972-09-24
5925,DAL,NYG,1972-09-24
18356,NYG,DAL,1972-09-24
14076,LAR,CHI,1972-09-24
11764,LVR,GNB,1972-09-24
12952,LAC,DEN,1972-09-24
4379,CHI,LAR,1972-09-24
2972,BUF,SFO,1972-09-24
16239,NWE,ATL,1972-09-24
17588,NOR,KAN,1972-09-25
11623,KAN,NOR,1972-09-25
2973,BUF,IND,1972-10-01
24987,WAS,NWE,1972-10-01
24003,TEN,NYJ,1972-10-01
15052,MIA,MIN,1972-10-01
5926,DAL,GNB,1972-10-01
5513,CIN,BAL,1972-10-01
20760,PIT,ARI,1972-10-01
21764,SFO,NOR,1972-10-01
2463,BAL,CIN,1972-10-01
11765,LVR,LAC,1972-10-01
7209,DEN,KAN,1972-10-01
14077,LAR,ATL,1972-10-01
11624,KAN,DEN,1972-10-01
16240,NWE,WAS,1972-10-01
19103,NYJ,TEN,1972-10-01
751,ARI,PIT,1972-10-01
4380,CHI,DET,1972-10-01
10426,IND,BUF,1972-10-01
1577,ATL,LAR,1972-10-01
15764,MIN,MIA,1972-10-01
17589,NOR,SFO,1972-10-01
8621,GNB,DAL,1972-10-01
7644,DET,CHI,1972-10-01
12953,LAC,LVR,1972-10-01
18357,NYG,PHI,1972-10-02
20125,PHI,NYG,1972-10-02
24988,WAS,PHI,1972-10-08
17590,NOR,NYG,1972-10-08
12954,LAC,IND,1972-10-08
1578,ATL,DET,1972-10-08
4381,CHI,GNB,1972-10-08
8622,GNB,CHI,1972-10-08
752,ARI,MIN,1972-10-08
5514,CIN,DEN,1972-10-08
19104,NYJ,MIA,1972-10-08
16241,NWE,BUF,1972-10-08
20126,PHI,WAS,1972-10-08
7210,DEN,CIN,1972-10-08
11625,KAN,BAL,1972-10-08
2464,BAL,KAN,1972-10-08
7645,DET,ATL,1972-10-08
21765,SFO,LAR,1972-10-08
2974,BUF,NWE,1972-10-08
15765,MIN,ARI,1972-10-08
10427,IND,LAC,1972-10-08
20761,PIT,DAL,1972-10-08
18358,NYG,NOR,1972-10-08
15053,MIA,NYJ,1972-10-08
14078,LAR,SFO,1972-10-08
5927,DAL,PIT,1972-10-08
11766,LVR,TEN,1972-10-09
24004,TEN,LVR,1972-10-09
7211,DEN,MIN,1972-10-15
5928,DAL,IND,1972-10-15
20127,PHI,LAR,1972-10-15
11626,KAN,CIN,1972-10-15
753,ARI,WAS,1972-10-15
24989,WAS,ARI,1972-10-15
17591,NOR,ATL,1972-10-15
14079,LAR,PHI,1972-10-15
2465,BAL,CHI,1972-10-15
12955,LAC,MIA,1972-10-15
2975,BUF,LVR,1972-10-15
15054,MIA,LAC,1972-10-15
10428,IND,DAL,1972-10-15
5515,CIN,KAN,1972-10-15
21766,SFO,NYG,1972-10-15
24005,TEN,PIT,1972-10-15
20762,PIT,TEN,1972-10-15
15766,MIN,DEN,1972-10-15
18359,NYG,SFO,1972-10-15
1579,ATL,NOR,1972-10-15
19105,NYJ,NWE,1972-10-15
16242,NWE,NYJ,1972-10-15
11767,LVR,BUF,1972-10-15
4382,CHI,BAL,1972-10-15
8623,GNB,DET,1972-10-16
7646,DET,GNB,1972-10-16
17592,NOR,SFO,1972-10-22
2466,BAL,TEN,1972-10-22
24990,WAS,DAL,1972-10-22
15055,MIA,BUF,1972-10-22
21767,SFO,NOR,1972-10-22
10429,IND,NYJ,1972-10-22
18360,NYG,ARI,1972-10-22
7212,DEN,LVR,1972-10-22
7647,DET,LAC,1972-10-22
24006,TEN,BAL,1972-10-22
20763,PIT,NWE,1972-10-22
12956,LAC,DET,1972-10-22
2976,BUF,MIA,1972-10-22
14080,LAR,CIN,1972-10-22
5929,DAL,WAS,1972-10-22
5516,CIN,LAR,1972-10-22
754,ARI,NYG,1972-10-22
16243,NWE,PIT,1972-10-22
8624,GNB,ATL,1972-10-22
11768,LVR,DEN,1972-10-22
19106,NYJ,IND,1972-10-22
1580,ATL,GNB,1972-10-22
11627,KAN,PHI,1972-10-22
20128,PHI,KAN,1972-10-22
15767,MIN,CHI,1972-10-23
4383,CHI,MIN,1972-10-23
11628,KAN,LAC,1972-10-29
21768,SFO,ATL,1972-10-29
24007,TEN,CIN,1972-10-29
15768,MIN,GNB,1972-10-29
4384,CHI,ARI,1972-10-29
15056,MIA,IND,1972-10-29
20129,PHI,NOR,1972-10-29
5517,CIN,TEN,1972-10-29
755,ARI,CHI,1972-10-29
19107,NYJ,NWE,1972-10-29
2977,BUF,PIT,1972-10-29
16244,NWE,NYJ,1972-10-29
1581,ATL,SFO,1972-10-29
10430,IND,MIA,1972-10-29
11769,LVR,LAR,1972-10-29
20764,PIT,BUF,1972-10-29
8625,GNB,MIN,1972-10-29
2467,BAL,DEN,1972-10-29
24991,WAS,NYG,1972-10-29
18361,NYG,WAS,1972-10-29
17593,NOR,PHI,1972-10-29
7213,DEN,BAL,1972-10-29
14081,LAR,LVR,1972-10-29
12957,LAC,KAN,1972-10-29
7648,DET,DAL,1972-10-30
5930,DAL,DET,1972-10-30
11629,KAN,LVR,1972-11-05
19108,NYJ,WAS,1972-11-05
5931,DAL,LAC,1972-11-05
24992,WAS,NYJ,1972-11-05
14082,LAR,ATL,1972-11-05
1582,ATL,LAR,1972-11-05
756,ARI,PHI,1972-11-05
12958,LAC,DAL,1972-11-05
8626,GNB,SFO,1972-11-05
4385,CHI,DET,1972-11-05
5518,CIN,PIT,1972-11-05
7649,DET,CHI,1972-11-05
21769,SFO,GNB,1972-11-05
18362,NYG,DEN,1972-11-05
2978,BUF,MIA,1972-11-05
15057,MIA,BUF,1972-11-05
20765,PIT,CIN,1972-11-05
17594,NOR,MIN,1972-11-05
11770,LVR,KAN,1972-11-05
15769,MIN,NOR,1972-11-05
2468,BAL,TEN,1972-11-05
7214,DEN,NYG,1972-11-05
24008,TEN,BAL,1972-11-05
20130,PHI,ARI,1972-11-05
10431,IND,NWE,1972-11-06
16245,NWE,IND,1972-11-06
8627,GNB,CHI,1972-11-12
18363,NYG,WAS,1972-11-12
1583,ATL,NOR,1972-11-12
19109,NYJ,BUF,1972-11-12
11771,LVR,CIN,1972-11-12
4386,CHI,GNB,1972-11-12
20131,PHI,TEN,1972-11-12
15770,MIN,DET,1972-11-12
21770,SFO,IND,1972-11-12
7215,DEN,LAR,1972-11-12
2979,BUF,NYJ,1972-11-12
20766,PIT,KAN,1972-11-12
24009,TEN,PHI,1972-11-12
15058,MIA,NWE,1972-11-12
17595,NOR,ATL,1972-11-12
7650,DET,MIN,1972-11-12
16246,NWE,MIA,1972-11-12
5932,DAL,ARI,1972-11-12
24993,WAS,NYG,1972-11-12
757,ARI,DAL,1972-11-12
14083,LAR,DEN,1972-11-12
11630,KAN,PIT,1972-11-12
10432,IND,SFO,1972-11-12
5519,CIN,LVR,1972-11-12
12959,LAC,BAL,1972-11-13
2469,BAL,LAC,1972-11-13
16247,NWE,BUF,1972-11-19
2470,BAL,PIT,1972-11-19
7651,DET,NOR,1972-11-19
5520,CIN,IND,1972-11-19
10433,IND,CIN,1972-11-19
2980,BUF,NWE,1972-11-19
15771,MIN,LAR,1972-11-19
11631,KAN,LAC,1972-11-19
758,ARI,NYG,1972-11-19
15059,MIA,NYJ,1972-11-19
17596,NOR,DET,1972-11-19
14084,LAR,MIN,1972-11-19
20132,PHI,DAL,1972-11-19
11772,LVR,DEN,1972-11-19
24010,TEN,GNB,1972-11-19
20767,PIT,BAL,1972-11-19
21771,SFO,CHI,1972-11-19
12960,LAC,KAN,1972-11-19
7216,DEN,LVR,1972-11-19
4387,CHI,SFO,1972-11-19
5933,DAL,PHI,1972-11-19
18364,NYG,ARI,1972-11-19
19110,NYJ,MIA,1972-11-19
8628,GNB,TEN,1972-11-19
1584,ATL,WAS,1972-11-20
24994,WAS,ATL,1972-11-20
19111,NYJ,DET,1972-11-23
5934,DAL,SFO,1972-11-23
7652,DET,NYJ,1972-11-23
21772,SFO,DAL,1972-11-23
11632,KAN,LVR,1972-11-26
8629,GNB,WAS,1972-11-26
2471,BAL,BUF,1972-11-26
24011,TEN,LAC,1972-11-26
18365,NYG,PHI,1972-11-26
2981,BUF,BAL,1972-11-26
17597,NOR,LAR,1972-11-26
5521,CIN,CHI,1972-11-26
7217,DEN,ATL,1972-11-26
12961,LAC,TEN,1972-11-26
15772,MIN,PIT,1972-11-26
20768,PIT,MIN,1972-11-26
16248,NWE,IND,1972-11-26
11773,LVR,KAN,1972-11-26
24995,WAS,GNB,1972-11-26
14085,LAR,NOR,1972-11-26
10434,IND,NWE,1972-11-26
1585,ATL,DEN,1972-11-26
4388,CHI,CIN,1972-11-26
20133,PHI,NYG,1972-11-26
759,ARI,MIA,1972-11-27
15060,MIA,ARI,1972-11-27
15061,MIA,NWE,1972-12-03
24996,WAS,PHI,1972-12-03
20769,PIT,BAL,1972-12-03
1586,ATL,TEN,1972-12-03
20134,PHI,WAS,1972-12-03
24012,TEN,ATL,1972-12-03
760,ARI,DAL,1972-12-03
10435,IND,BUF,1972-12-03
4389,CHI,MIN,1972-12-03
15773,MIN,CHI,1972-12-03
19112,NYJ,NOR,1972-12-03
18366,NYG,CIN,1972-12-03
2472,BAL,PIT,1972-12-03
11774,LVR,LAC,1972-12-03
8630,GNB,DET,1972-12-03
17598,NOR,NYJ,1972-12-03
7218,DEN,KAN,1972-12-03
2982,BUF,IND,1972-12-03
7653,DET,GNB,1972-12-03
16249,NWE,MIA,1972-12-03
12962,LAC,LVR,1972-12-03
5935,DAL,ARI,1972-12-03
5522,CIN,NYG,1972-12-03
11633,KAN,DEN,1972-12-03
14086,LAR,SFO,1972-12-04
21773,SFO,LAR,1972-12-04
24997,WAS,DAL,1972-12-09
5523,CIN,BAL,1972-12-09
5936,DAL,WAS,1972-12-09
2473,BAL,CIN,1972-12-09
4390,CHI,PHI,1972-12-10
18367,NYG,MIA,1972-12-10
15774,MIN,GNB,1972-12-10
12963,LAC,DEN,1972-12-10
21774,SFO,ATL,1972-12-10
14087,LAR,ARI,1972-12-10
10436,IND,KAN,1972-12-10
11634,KAN,IND,1972-12-10
7219,DEN,LAC,1972-12-10
16250,NWE,NOR,1972-12-10
20770,PIT,TEN,1972-12-10
8631,GNB,MIN,1972-12-10
20135,PHI,CHI,1972-12-10
7654,DET,BUF,1972-12-10
24013,TEN,PIT,1972-12-10
2983,BUF,DET,1972-12-10
1587,ATL,SFO,1972-12-10
15062,MIA,NYG,1972-12-10
17599,NOR,NWE,1972-12-10
761,ARI,LAR,1972-12-10
11775,LVR,NYJ,1972-12-11
19113,NYJ,LVR,1972-12-11
15063,MIA,IND,1972-12-16
21775,SFO,MIN,1972-12-16
15775,MIN,SFO,1972-12-16
10437,IND,MIA,1972-12-16
5937,DAL,NYG,1972-12-17
11776,LVR,CHI,1972-12-17
14088,LAR,DET,1972-12-17
11635,KAN,ATL,1972-12-17
20136,PHI,ARI,1972-12-17
762,ARI,PHI,1972-12-17
24998,WAS,BUF,1972-12-17
7220,DEN,NWE,1972-12-17
8632,GNB,NOR,1972-12-17
17600,NOR,GNB,1972-12-17
12964,LAC,PIT,1972-12-17
5524,CIN,TEN,1972-12-17
19114,NYJ,BAL,1972-12-17
7655,DET,LAR,1972-12-17
18368,NYG,DAL,1972-12-17
1588,ATL,KAN,1972-12-17
2984,BUF,WAS,1972-12-17
24014,TEN,CIN,1972-12-17
4391,CHI,LVR,1972-12-17
16251,NWE,DEN,1972-12-17
20771,PIT,LAC,1972-12-17
2474,BAL,NYJ,1972-12-17
851,ATL,NOR,1973-09-16
4642,CHI,DAL,1973-09-16
1702,BAL,IND,1973-09-16
9667,IND,BAL,1973-09-16
16521,NWE,BUF,1973-09-16
19542,PHI,ARI,1973-09-16
14197,LAR,KAN,1973-09-16
5257,CIN,DEN,1973-09-16
23773,TEN,NYG,1973-09-16
2569,BUF,NWE,1973-09-16
12094,LVR,MIN,1973-09-16
20553,PIT,DET,1973-09-16
6368,DAL,CHI,1973-09-16
17798,NYG,TEN,1973-09-16
21143,SFO,MIA,1973-09-16
11084,KAN,LAR,1973-09-16
6883,DEN,CIN,1973-09-16
7656,DET,PIT,1973-09-16
13205,LAC,WAS,1973-09-16
15064,MIA,SFO,1973-09-16
15386,MIN,LVR,1973-09-16
24828,WAS,LAC,1973-09-16
17665,NOR,ATL,1973-09-16
341,ARI,PHI,1973-09-16
18806,NYJ,GNB,1973-09-17
9085,GNB,NYJ,1973-09-17
24829,WAS,ARI,1973-09-23
14198,LAR,ATL,1973-09-23
15387,MIN,CHI,1973-09-23
23774,TEN,CIN,1973-09-23
2570,BUF,LAC,1973-09-23
12095,LVR,MIA,1973-09-23
342,ARI,WAS,1973-09-23
20554,PIT,BAL,1973-09-23
9086,GNB,DET,1973-09-23
1703,BAL,PIT,1973-09-23
13206,LAC,BUF,1973-09-23
5258,CIN,TEN,1973-09-23
6884,DEN,SFO,1973-09-23
852,ATL,LAR,1973-09-23
7657,DET,GNB,1973-09-23
18807,NYJ,IND,1973-09-23
4643,CHI,MIN,1973-09-23
11085,KAN,NWE,1973-09-23
9668,IND,NYJ,1973-09-23
17799,NYG,PHI,1973-09-23
21144,SFO,DEN,1973-09-23
15065,MIA,LVR,1973-09-23
19543,PHI,NYG,1973-09-23
16522,NWE,KAN,1973-09-23
17666,NOR,DAL,1973-09-24
6369,DAL,NOR,1973-09-24
6885,DEN,CHI,1973-09-30
5259,CIN,LAC,1973-09-30
4644,CHI,DEN,1973-09-30
18808,NYJ,BUF,1973-09-30
9087,GNB,MIN,1973-09-30
1704,BAL,NYG,1973-09-30
20555,PIT,TEN,1973-09-30
13207,LAC,CIN,1973-09-30
343,ARI,DAL,1973-09-30
15388,MIN,GNB,1973-09-30
15066,MIA,NWE,1973-09-30
21145,SFO,LAR,1973-09-30
17667,NOR,IND,1973-09-30
6370,DAL,ARI,1973-09-30
9669,IND,NOR,1973-09-30
16523,NWE,MIA,1973-09-30
17800,NYG,BAL,1973-09-30
11086,KAN,LVR,1973-09-30
14199,LAR,SFO,1973-09-30
23775,TEN,PIT,1973-09-30
12096,LVR,KAN,1973-09-30
2571,BUF,NYJ,1973-09-30
19544,PHI,WAS,1973-09-30
24830,WAS,PHI,1973-09-30
853,ATL,DET,1973-10-01
7658,DET,ATL,1973-10-01
16524,NWE,IND,1973-10-07
11087,KAN,DEN,1973-10-07
15389,MIN,DET,1973-10-07
7659,DET,MIN,1973-10-07
2572,BUF,PHI,1973-10-07
17668,NOR,CHI,1973-10-07
4645,CHI,NOR,1973-10-07
5260,CIN,BAL,1973-10-07
9670,IND,NWE,1973-10-07
17801,NYG,GNB,1973-10-07
9088,GNB,NYG,1973-10-07
23776,TEN,LAR,1973-10-07
18809,NYJ,MIA,1973-10-07
344,ARI,LVR,1973-10-07
12097,LVR,ARI,1973-10-07
854,ATL,SFO,1973-10-07
19545,PHI,BUF,1973-10-07
21146,SFO,ATL,1973-10-07
6886,DEN,KAN,1973-10-07
14200,LAR,TEN,1973-10-07
15067,MIA,NYJ,1973-10-07
13208,LAC,PIT,1973-10-07
20556,PIT,LAC,1973-10-07
1705,BAL,CIN,1973-10-07
24831,WAS,DAL,1973-10-08
6371,DAL,WAS,1973-10-08
21147,SFO,MIN,1973-10-14
7660,DET,NOR,1973-10-14
17802,NYG,WAS,1973-10-14
6887,DEN,TEN,1973-10-14
19546,PHI,ARI,1973-10-14
855,ATL,CHI,1973-10-14
4646,CHI,ATL,1973-10-14
11088,KAN,GNB,1973-10-14
24832,WAS,NYG,1973-10-14
16525,NWE,NYJ,1973-10-14
18810,NYJ,NWE,1973-10-14
6372,DAL,LAR,1973-10-14
15390,MIN,SFO,1973-10-14
17669,NOR,DET,1973-10-14
23777,TEN,DEN,1973-10-14
12098,LVR,LAC,1973-10-14
14201,LAR,DAL,1973-10-14
2573,BUF,IND,1973-10-14
20557,PIT,CIN,1973-10-14
13209,LAC,LVR,1973-10-14
9089,GNB,KAN,1973-10-14
9671,IND,BUF,1973-10-14
345,ARI,PHI,1973-10-14
5261,CIN,PIT,1973-10-14
15068,MIA,BAL,1973-10-15
1706,BAL,MIA,1973-10-15
15391,MIN,PHI,1973-10-21
856,ATL,LAC,1973-10-21
19547,PHI,MIN,1973-10-21
6373,DAL,NYG,1973-10-21
23778,TEN,BAL,1973-10-21
9090,GNB,LAR,1973-10-21
346,ARI,WAS,1973-10-21
17803,NYG,DAL,1973-10-21
9672,IND,DET,1973-10-21
18811,NYJ,PIT,1973-10-21
16526,NWE,CHI,1973-10-21
1707,BAL,TEN,1973-10-21
20558,PIT,NYJ,1973-10-21
13210,LAC,ATL,1973-10-21
14202,LAR,GNB,1973-10-21
17670,NOR,SFO,1973-10-21
11089,KAN,CIN,1973-10-21
24833,WAS,ARI,1973-10-21
15069,MIA,BUF,1973-10-21
21148,SFO,NOR,1973-10-21
2574,BUF,MIA,1973-10-21
7661,DET,IND,1973-10-21
4647,CHI,NWE,1973-10-21
5262,CIN,KAN,1973-10-21
12099,LVR,DEN,1973-10-22
6888,DEN,LVR,1973-10-22
19548,PHI,DAL,1973-10-28
20559,PIT,CIN,1973-10-28
12100,LVR,IND,1973-10-28
857,ATL,SFO,1973-10-28
14203,LAR,MIN,1973-10-28
6889,DEN,NYJ,1973-10-28
21149,SFO,ATL,1973-10-28
6374,DAL,PHI,1973-10-28
347,ARI,NYG,1973-10-28
7662,DET,GNB,1973-10-28
18812,NYJ,DEN,1973-10-28
15070,MIA,NWE,1973-10-28
1708,BAL,LAC,1973-10-28
17804,NYG,ARI,1973-10-28
9673,IND,LVR,1973-10-28
24834,WAS,NOR,1973-10-28
9091,GNB,DET,1973-10-28
13211,LAC,BAL,1973-10-28
16527,NWE,MIA,1973-10-28
5263,CIN,PIT,1973-10-28
4648,CHI,TEN,1973-10-28
23779,TEN,CHI,1973-10-28
17671,NOR,WAS,1973-10-28
15392,MIN,LAR,1973-10-28
11090,KAN,BUF,1973-10-29
2575,BUF,KAN,1973-10-29
7663,DET,SFO,1973-11-04
9674,IND,TEN,1973-11-04
18813,NYJ,MIA,1973-11-04
11091,KAN,LAC,1973-11-04
17672,NOR,BUF,1973-11-04
6890,DEN,ARI,1973-11-04
14204,LAR,ATL,1973-11-04
13212,LAC,KAN,1973-11-04
12101,LVR,NYG,1973-11-04
1709,BAL,MIN,1973-11-04
4649,CHI,GNB,1973-11-04
21150,SFO,DET,1973-11-04
16528,NWE,PHI,1973-11-04
9092,GNB,CHI,1973-11-04
23780,TEN,IND,1973-11-04
348,ARI,DEN,1973-11-04
6375,DAL,CIN,1973-11-04
858,ATL,LAR,1973-11-04
15071,MIA,NYJ,1973-11-04
5264,CIN,DAL,1973-11-04
15393,MIN,BAL,1973-11-04
2576,BUF,NOR,1973-11-04
17805,NYG,LVR,1973-11-04
19549,PHI,NWE,1973-11-04
24835,WAS,PIT,1973-11-05
20560,PIT,WAS,1973-11-05
12102,LVR,PIT,1973-11-11
1710,BAL,TEN,1973-11-11
14205,LAR,NOR,1973-11-11
24836,WAS,SFO,1973-11-11
18814,NYJ,NWE,1973-11-11
15072,MIA,IND,1973-11-11
15394,MIN,DET,1973-11-11
9093,GNB,ARI,1973-11-11
20561,PIT,LVR,1973-11-11
21151,SFO,WAS,1973-11-11
349,ARI,GNB,1973-11-11
19550,PHI,ATL,1973-11-11
5265,CIN,BUF,1973-11-11
17673,NOR,LAR,1973-11-11
13213,LAC,DEN,1973-11-11
859,ATL,PHI,1973-11-11
9675,IND,MIA,1973-11-11
17806,NYG,DAL,1973-11-11
16529,NWE,NYJ,1973-11-11
2577,BUF,CIN,1973-11-11
7664,DET,MIN,1973-11-11
6376,DAL,NYG,1973-11-11
6891,DEN,LAC,1973-11-11
23781,TEN,BAL,1973-11-11
4650,CHI,KAN,1973-11-12
11092,KAN,CHI,1973-11-12
13214,LAC,NOR,1973-11-18
19551,PHI,DAL,1973-11-18
21152,SFO,LAR,1973-11-18
6377,DAL,PHI,1973-11-18
350,ARI,NYG,1973-11-18
1711,BAL,LVR,1973-11-18
18815,NYJ,CIN,1973-11-18
15073,MIA,BUF,1973-11-18
9094,GNB,NWE,1973-11-18
23782,TEN,KAN,1973-11-18
17674,NOR,LAC,1973-11-18
5266,CIN,NYJ,1973-11-18
17807,NYG,ARI,1973-11-18
16530,NWE,GNB,1973-11-18
4651,CHI,DET,1973-11-18
24837,WAS,IND,1973-11-18
7665,DET,CHI,1973-11-18
9676,IND,WAS,1973-11-18
20562,PIT,DEN,1973-11-18
14206,LAR,SFO,1973-11-18
12103,LVR,BAL,1973-11-18
11093,KAN,TEN,1973-11-18
2578,BUF,MIA,1973-11-18
6892,DEN,PIT,1973-11-18
860,ATL,MIN,1973-11-19
15395,MIN,ATL,1973-11-19
15074,MIA,DAL,1973-11-22
24838,WAS,DET,1973-11-22
6378,DAL,MIA,1973-11-22
7666,DET,WAS,1973-11-22
19552,PHI,NYG,1973-11-25
20563,PIT,BAL,1973-11-25
17675,NOR,LAR,1973-11-25
5267,CIN,ARI,1973-11-25
2579,BUF,IND,1973-11-25
18816,NYJ,ATL,1973-11-25
17808,NYG,PHI,1973-11-25
15396,MIN,CHI,1973-11-25
1712,BAL,PIT,1973-11-25
11094,KAN,DEN,1973-11-25
12104,LVR,LAC,1973-11-25
351,ARI,CIN,1973-11-25
16531,NWE,TEN,1973-11-25
4652,CHI,MIN,1973-11-25
9677,IND,BUF,1973-11-25
23783,TEN,NWE,1973-11-25
